time,flux
198.16798902195296,557049.0
198.18842273650807,557070.375
198.20885645106318,557032.625
198.22929016514536,557043.25
198.2497238792348,557015.375
198.27015749309066,557053.625
198.2905913064751,557006.0
198.31102501986607,557002.5
198.33145863325626,556998.8125
198.35189244617504,557039.375
198.3723261588675,557038.375
198.39275987155997,557037.125
198.41319348377874,557071.8125
198.4336272960063,557041.4375
198.45406100800028,557019.9375
198.4744946197534,557033.75
198.49492843128246,557063.75
198.51536214257794,557096.125
198.5357957538654,557020.6875
198.5562294646952,557015.4375
198.5766632755258,556952.8125
198.59709688611474,556986.8125
198.61753059624607,557036.0625
198.63796440637816,557026.75
198.65839801650145,557092.8125
198.67883172616712,557024.625
198.69926543559995,557066.3125
198.71969924502628,557073.75
198.7401328539927,557068.875
198.76056656295987,557043.875
198.7810003716877,557026.4375
198.80143398018845,557026.9375
198.82186768845713,557088.0625
198.84230129649222,557048.0
198.86273510452156,557070.6875
198.88316881209175,557020.6875
198.90360251965467,557059.125
198.9240362267592,557075.0625
198.94446993386373,557087.75
198.96490364072815,557023.4375
198.98533724736626,557063.4375
199.00577105377306,557031.6875
199.02620476017182,557045.0625
199.04663836611144,557079.625
199.06707217205258,557131.4375
199.08750587775285,557023.4375
199.10793948299397,557035.0625
199.12837318823586,557103.0625
199.1488069932384,557033.6875
199.16924069824745,557084.375
199.18967430279008,557025.8125
199.21010810709413,557042.9375
199.2305418114047,557070.5625
199.25097541548166,557213.1875
199.27140911908646,557069.125
199.2918429226993,557141.8125
199.31227652607777,557062.4375
199.33271022944973,557097.8125
199.35314403236407,557097.5
199.37357763504406,557093.4375
199.39401133771753,556980.1875
199.41444503993262,556967.9375
199.4348787421477,556989.625
199.45531244412268,557053.5625
199.4757461458721,557055.9375
199.49617984738506,556942.5927442882
199.51661354889802,557116.25
199.53704724994896,557089.5625
199.5574808507663,557085.5
199.57791465157788,557074.6875
199.59834835216316,557051.4375
199.61878195251484,557061.0
199.63921575262793,557072.0625
199.6596494525147,557000.125
199.68008315216866,557093.6875
199.70051675158902,557024.5
199.72095055100363,557057.125
199.74138414995832,557082.8125
199.7618178489065,557105.625
199.7822516476299,557059.0
199.8026853461197,557062.625
199.8231189443759,557074.9375
199.84355264239275,557050.5625
199.8639863404169,557106.0
199.88442003796808,557097.0625
199.90485373552656,557027.125
199.92528743261937,557086.625
199.94572112971218,557103.8125
199.9661548265649,557072.9375
199.986588523072,556899.2887908033
200.00702221957908,557067.6875
200.02745591574057,557105.0625
200.0478895119013,557103.1875
200.0683233075979,557085.6875
200.08875700328645,557091.5
200.10919069874944,557089.0
200.12962429397885,557119.0
200.15005808896967,557092.625
200.17049168373342,557087.1875
200.1909253782651,557082.125
200.21135917255742,557058.0
200.23179286685627,556953.8125
200.2522264606887,556977.5
200.2726601545146,557000.5
200.2930939481157,556974.5625
200.3135275913628,556863.5024156866
200.3339612346099,557015.0625
200.3543950275125,557024.8125
200.37482862018078,556985.0
200.39526231284253,557061.0
200.4156960050459,556996.75
200.43612969724927,556999.75
200.45656338921253,556987.375
